"X pos","Y pos","Velocity"
"3.544041450777202","5.540993599512344","3.0"
"3.8415098209819925","5.501344483485038","3.0"
"4.138878191186782","5.461695367457732","3.0"
"4.436246561391572","5.4220462514304275","3.0"
"4.733614931596363","5.382397135403123","3.0"
"5.030983301801154","5.342748019375817","3.0"
"5.291051831874064","5.308072215366096","0.6758807651547695"
"5.452338684051276","5.184114610971781","0.587494673671778"
"5.532975855558195","4.947235263474606","2.82829653473269"
"5.5853856388305125","4.6708333058914295","3.0"
"5.627915836220719","4.380598434778152","3.0"
"5.666988178552187","4.08552204392934","3.0"
"5.695833655508881","3.860884050006816","3.0"
"5.715031572559","3.6499370292501854","3.0"
"5.7322760188394675","3.3813898286962507","3.0"
"5.748836750350556","3.0926825652132597","3.0"
"5.765158181692362","2.796919279705098","3.0"
"5.7813958579749185","2.4986863864881275","3.0"
"5.79432214818706","2.2603074588671332","0.48765742968497294"
"5.905333556934722","2.128245900135739","0.5315717716659214"
"6.138152449792582","2.0619590201180777","3.0"
"6.41360396208901","2.018693277650223","3.0"
"6.703976891188939","1.9834849333248001","3.0"
"6.999572316170091","1.9510966783492285","3.0"
"7.2969956147096715","1.919695454646105","3.0"
"7.595058668994701","1.8886396918883381","3.0"
"7.89334563779064","1.8577048404614462","3.0"
"8.142675113242674","1.8318849835268487","3.0"
"8.382276613145745","1.8236444803852756","3.0"
"8.66084865349069","1.8313634066083369","3.0"
"8.953060382990293","1.84466813310902","3.0"
"9.250046003694024","1.859927889706871","3.0"
"9.5487024863192","1.8758719068387306","3.0"
"9.847943770616883","1.8920554151574933","3.0"
"10.147389735499942","1.908322745391672","3.0"
"10.383889145502938","1.9211877295143927","3.0"
"10.566290765010667","1.931118561414203","0.0"
