"X pos","Y pos","Velocity"
"7.537945748247485","1.6568119475769583","3.0"
"7.832266812434337","1.7154119935560825","3.0"
"8.12648787662119","1.7740120395352068","3.0"
"8.420708940808044","1.832612085514331","3.0"
"8.714930004994898","1.8912121314934556","3.0"
"9.009151069181751","1.9498121774725798","3.0"
"9.303372133368605","2.008412223451704","3.0"
"9.597593197555458","2.0670122694308284","3.0"
"9.890528424640587","2.1253562150743397","1.549753555091646"
"10.136268311110845","2.2519266141952268","1.1779760949057376"
"10.326367127044117","2.461121074748815","3.0"
"10.496991568289443","2.6992339568038495","3.0"
"10.660799978393989","2.9474682863843893","3.0"
"10.822222777599263","3.1992451225988567","3.0"
"10.98281061298979","3.4522618361351984","3.0"
"11.138637076259833","3.698632689252499","0.7603443193881521"
"11.151098382495599","3.9147262350811296","0.4687596109647982"
"10.995209321055135","4.101466002366416","2.0860274405131043"
"10.780397630927995","4.277931947161532","3.0"
"10.544963020760518","4.450802054085088","3.0"
"10.30231038857892","4.622413617753598","3.0"
"10.057131448692383","4.793584691282843","3.0"
"9.839045597629822","4.945204001008986","1.4766740175760704"
"9.60781362001024","5.028844168600474","1.4638052188784603"
"9.33202971450687","5.050540621738853","3.0"
"9.04065263424417","5.050556774818643","3.0"
"8.743817942815706","5.042984822877926","3.0"
"8.445073087479223","5.032757034180033","3.0"
"8.145659674774935","5.021599702617129","3.0"
"7.889204442698169","5.01179672677338","0.5526635238517019"
"7.742729167047107","4.901377062219294","0.47773658476979824"
"7.684394928986463","4.667858311700375","2.6778466324345596"
"7.656910054082466","4.391254881093764","3.0"
"7.640222456283295","4.099571812456461","3.0"
"7.627313905470814","3.8026108705084174","3.0"
"7.615728021103674","3.5038026729016134","3.0"
"7.604605069992403","3.2043479358142433","3.0"
"7.597208399567346","3.0029384857665447","3.0"
"7.592807071014934","2.8857055775678147","0.0"
