"X pos","Y pos","Velocity"
"3.0173727522096923","5.595854922279792","3.0"
"3.3173835594026078","5.603169820016205","3.0"
"3.6172943665955226","5.610484717752618","3.0"
"3.9172051737884375","5.61779961548903","3.0"
"4.217115980981352","5.6251145132254425","3.0"
"4.517026788174267","5.632429410961855","3.0"
"4.816937595367182","5.639744308698267","3.0"
"5.064358124132827","5.645778955741331","0.4420279039240873"
"5.188794375880879","5.5442314060586115","0.4000903951823823"
"5.219082405805909","5.314141443596759","2.7013249665498917"
"5.21641855809288","5.039061636662209","3.0"
"5.202221553206532","4.748235384162218","3.0"
"5.183987943309521","4.45189787571432","3.0"
"5.164341521658779","4.1536314276846555","3.0"
"5.14420061589423","3.854689850801373","3.0"
"5.123886640689849","3.5555119788193235","3.0"
"5.110190276565528","3.3541981225180475","0.5955078753918548"
"5.175629201459836","3.2002073633064096","1.216555595967021"
"5.329704020002125","3.0020222832701275","3.0"
"5.514801401321207","2.7883691909452195","3.0"
"5.7107566796121665","2.569302294319293","3.0"
"5.8645824124929335","2.3988633564733948","0.987415457975931"
"6.0433725906996","2.2999543660910757","1.3598016914974718"
"6.298681634113803","2.2356850685277454","3.0"
"6.580772280350644","2.1835396634510613","3.0"
"6.8722364875754085","2.135637620744703","3.0"
"7.166981441145947","2.0892207548679593","3.0"
"7.462874655937505","2.0433237008815803","3.0"
"7.731649816440518","2.001842418859276","3.0"
"7.995942809615458","1.9827505337579594","3.0"
"8.283179338430369","1.9862505429243251","3.0"
"8.578446104719271","1.9976577150843797","3.0"
"8.87652345412407","2.0118323942922256","3.0"
"9.175584507619433","2.026975700966798","3.0"
"9.433414069727817","2.0402841298524415","3.0"
"9.68270000215871","2.0541784921942177","3.0"
"9.964587477231175","2.070927772370887","3.0"
"10.257885492228192","2.088676273789769","3.0"
"10.555177196198802","2.1067745026434253","3.0"
"10.832921255298608","2.1237160255031267","1.2623501517452267"
"11.07660834271571","2.0601416367062537","1.0907923077267105"
"11.300436577091691","1.9006598067886724","3.0"
"11.517314212903282","1.7076103724788432","3.0"
"11.731759139217337","1.5028122766317273","3.0"
"11.945352617207252","1.293902149246561","3.0"
"12.118135591005892","1.1236831147303565","3.0"
"12.256019506248094","0.987503809814081","0.0"
