"X pos","Y pos","Velocity"
"3.697653154526059","1.0533373971350197","3.0"
"3.89205152352385","1.0528693098627617","3.0"
"4.096369991094716","1.0523770422719179","3.0"
"4.29684791343628","1.0518940001709085","3.0"
"4.494630580753559","1.0514174345973357","3.0"
"4.711674183604308","1.0508944472398358","3.0"
"4.957867588094274","1.0503012144126314","3.0"
"5.227474331437699","1.0496515615289435","3.0"
"5.511778341085841","1.0489664924620792","3.0"
"5.804159876070573","1.0482619589991233","3.0"
"6.100625414195082","1.0475475843576671","3.0"
"6.399040810347973","1.0468285111754956","3.0"
"6.6983490101756065","1.0461072866226893","3.0"
"6.996758538016012","1.0453882275295758","3.0"
"7.288790711496424","1.044990016530316","3.0"
"7.566933158391656","1.0464690706702777","3.0"
"7.829283364873752","1.053082957125032","3.0"
"8.0828250414782","1.0684334853143609","3.0"
"8.337632245744398","1.0943814507419405","3.0"
"8.600267812635131","1.130374860504731","3.0"
"8.872388045638264","1.1743363592423615","3.0"
"9.152079152123154","1.2237425432144866","3.0"
"9.432777768826659","1.277321894129873","3.0"
"9.699153131396391","1.3390878366306405","3.0"
"9.927665188584227","1.420831913274103","1.3034697990103328"
"10.096763410948178","1.5369179875416579","0.746499344901466"
"10.198261175009563","1.6942688894739704","0.787661862148922"
"10.238410805060633","1.8849688134908171","1.1382586620794028"
"10.227649534036711","2.085651759714721","1.1425726077514335"
"10.1698838975772","2.2659779577263626","0.766507406112648"
"10.062649201912292","2.4023065174934533","0.6397315906500192"
"9.90517221779131","2.4860976414920746","0.9255543681298529"
"9.703059860645137","2.5222055149531846","1.8660638380943175"
"9.466431947625097","2.521941896361421","3.0"
"9.206003612214033","2.4971090033358863","3.0"
"8.930578598310934","2.457101629779948","3.0"
"8.646351535807755","2.4083437966879715","3.0"
"8.357242700260427","2.3548058787848536","3.0"
"8.065547938788887","2.2987685003429155","3.0"
"7.7725343158439015","2.241470428131847","3.0"
"7.478869047726578","2.1835553783221804","3.0"
"7.184890345646711","2.1253460205604235","3.0"
"6.890764322878908","2.066999330734137","3.0"
"6.596737423546703","2.0086229498661026","3.0"
"6.304884725336211","1.9522575566997455","3.0"
"6.023029232942503","1.907533066753746","3.0"
"5.76590317450005","1.8944329490433187","1.5290103192375732"
"5.548719591017145","1.934949741216541","0.8586173068222662"
"5.378573247205296","2.0403749446076436","0.8455882742628636"
"5.252397164968362","2.2058177791984774","1.3820831024247724"
"5.161524799329594","2.4117910572939683","2.6597918282747783"
"5.096744093471086","2.631302374495582","3.0"
"5.053566986157127","2.848252133331414","3.0"
"5.03433553507006","3.0694201549152953","3.0"
"5.040897635455682","3.3085159498764978","3.0"
"5.06876613841929","3.5684547038991923","3.0"
"5.1090699876894785","3.8362578307187056","3.0"
"5.163287126985383","4.084353523476598","1.765494260249213"
"5.254490495983628","4.289129833387395","0.9905724819921782"
"5.404133038665385","4.447906103587604","1.281176118642787"
"5.609317400602235","4.57251436992046","2.651448197407162"
"5.852930061026729","4.6762939282466665","3.0"
"6.118986395858684","4.768787832884554","3.0"
"6.396867544624825","4.855621398176334","3.0"
"6.680564310974778","4.939766054029377","3.0"
"6.96698412920714","5.022683657279551","3.0"
"7.251804539512541","5.104254955640161","3.0"
"7.527910890181659","5.182963736338366","3.0"
"7.793074192873039","5.258402534600467","3.0"
"8.053642182261505","5.332520572996038","0.0"
